,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
116925,WWCUTL4VGS,23,19779,76537,599,75,2,15.5,36,0.87,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
116928,YF72HJT6PB,69,17907,223446,409,1,4,13.6,12,0.11,Master's,Unemployed,Single,No,No,Other,Yes,1
116933,Y5FGJVZ0N2,55,120069,133628,742,54,3,15.24,24,0.52,High School,Full-time,Divorced,No,No,Auto,No,1
116950,ACM73PJ7QO,53,29645,31171,631,75,2,23.96,48,0.6,Master's,Self-employed,Single,No,Yes,Business,No,1
116963,69CFA1G5BT,44,23672,160205,425,2,2,22.39,60,0.52,High School,Part-time,Married,Yes,No,Business,No,1
116966,PIYNWVK1VR,26,103377,23693,486,63,4,23.46,48,0.14,High School,Unemployed,Divorced,No,Yes,Education,No,1
116967,KWY9WE8T4G,25,141667,68574,322,44,1,4.27,36,0.77,Master's,Part-time,Single,No,Yes,Education,Yes,1
116969,OCQEQXLULT,19,93481,184431,530,19,4,13.44,36,0.23,High School,Unemployed,Single,Yes,No,Education,Yes,1
116971,KS77UAPVJ0,52,28169,165570,797,102,2,18.78,36,0.76,Master's,Part-time,Divorced,No,No,Other,No,1
116976,81ZPYT2N6W,18,18614,152491,525,113,1,18.04,12,0.76,High School,Full-time,Divorced,Yes,Yes,Education,Yes,1
116984,KBR2YCXDHQ,18,20815,248119,656,76,3,21.16,12,0.26,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,1
116997,P8TICWYKBJ,26,19557,186368,594,18,2,19.46,36,0.69,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,1
117002,2HQDXVZ2IP,31,37354,141910,455,17,2,21.81,12,0.3,Bachelor's,Full-time,Single,No,No,Business,Yes,1
117008,KCK2FFZGGJ,19,117523,216370,578,2,3,16.55,36,0.32,High School,Self-employed,Single,Yes,No,Business,No,1
117024,3TI0LC1XF0,18,114960,155112,489,77,3,15.25,48,0.14,PhD,Unemployed,Divorced,Yes,No,Home,No,1
117026,8GJA1NDCUS,21,116960,218375,484,38,3,15.4,24,0.18,Master's,Unemployed,Married,Yes,No,Home,No,1
117029,ACAXNYQ4WI,48,19833,121448,471,43,3,2.06,12,0.38,PhD,Self-employed,Divorced,Yes,Yes,Home,No,1
117032,4HM8PWUYRS,60,145961,37661,317,92,4,14.98,36,0.59,Master's,Part-time,Divorced,Yes,Yes,Home,No,1
117037,GLGL1247NZ,18,47637,176849,676,1,1,23.53,48,0.68,High School,Full-time,Divorced,Yes,Yes,Auto,No,1
117039,LDCP3UAE8B,23,20137,171854,608,11,4,4.05,12,0.48,High School,Part-time,Divorced,Yes,No,Auto,Yes,1
117050,GR9RO9ITPK,42,115337,18828,361,52,1,23.71,24,0.14,Bachelor's,Part-time,Married,Yes,Yes,Business,No,1
117079,RPOGQF5CI1,32,101196,198492,404,110,4,23.25,60,0.49,PhD,Self-employed,Single,Yes,No,Education,No,1
117102,3200LI0K51,24,106071,218966,506,29,3,14.66,60,0.11,Master's,Unemployed,Single,Yes,No,Other,Yes,1
117115,QE6WXPYA5G,60,64730,97269,457,49,1,7.47,48,0.37,High School,Full-time,Single,Yes,No,Other,Yes,1
117137,PBHX96GWSZ,41,16437,151058,613,20,4,7.1,60,0.87,PhD,Unemployed,Divorced,No,No,Home,No,1
117143,OT6KAPJ9Q3,18,32330,206470,552,71,1,23.21,24,0.33,PhD,Full-time,Single,No,Yes,Home,No,1
117151,V7Z2VJVXNY,48,119492,119829,694,17,1,16.43,36,0.67,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,1
117152,HDGUUNWQ3S,62,53010,198409,607,16,1,21.54,24,0.64,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,1
117154,QD1NMUP466,49,16351,242325,588,28,1,15.87,24,0.26,PhD,Unemployed,Divorced,No,No,Home,No,1
117158,YK6TDCEY1O,27,107639,151771,820,3,1,15.88,60,0.75,PhD,Unemployed,Single,Yes,No,Auto,Yes,1
117164,134T0I6ERV,54,52213,96026,689,79,1,21.13,24,0.86,Master's,Unemployed,Married,No,Yes,Education,No,1
117167,UW2XXK5TQP,19,22361,150652,791,60,3,19.94,48,0.81,Master's,Self-employed,Divorced,Yes,No,Business,No,1
117198,VYLHMG9VLM,39,116966,93717,732,65,2,24.26,60,0.44,Master's,Self-employed,Divorced,Yes,No,Other,Yes,1
117200,KL8C801BYH,45,134679,207845,671,21,4,18.58,60,0.77,Bachelor's,Part-time,Single,Yes,No,Other,No,1
117204,58KM6UOFRB,55,73140,163633,431,3,2,15.78,60,0.17,Master's,Part-time,Single,No,No,Auto,No,1
117213,VX12WU0LA3,40,60087,180906,763,86,4,24.12,36,0.58,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,1
117216,PUS0KBZQEO,26,19682,170627,386,97,3,17.01,24,0.44,High School,Part-time,Single,Yes,No,Business,Yes,1
117226,8ZOUC4Z7B0,40,59485,161879,737,17,2,12.47,24,0.4,PhD,Self-employed,Single,No,No,Auto,Yes,1
117235,U2QTO1FYFP,67,17004,226795,545,21,3,24.46,60,0.33,PhD,Unemployed,Divorced,No,No,Business,Yes,1
117239,PU5CCQRNBY,48,80332,185558,341,83,3,16.24,60,0.51,Master's,Full-time,Single,No,Yes,Auto,Yes,1
117244,GE7WWHP2SU,54,28172,243846,500,85,1,24.59,24,0.2,PhD,Part-time,Single,No,No,Home,Yes,1
117264,SEPV2SFJ5E,30,82869,205910,702,7,1,25.0,36,0.76,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,1
117292,18NKITOMMR,23,124059,44224,727,56,2,19.37,12,0.77,Bachelor's,Unemployed,Single,Yes,No,Education,No,1
117303,SQK4KPB95D,22,35679,13614,477,26,4,14.41,36,0.25,PhD,Unemployed,Single,Yes,Yes,Business,Yes,1
117307,0WVD6J2YIU,66,47269,144537,370,100,2,11.33,48,0.21,Bachelor's,Unemployed,Divorced,Yes,No,Business,Yes,1
117313,BN24X4A4YU,26,97057,160486,403,62,2,15.48,24,0.42,High School,Full-time,Divorced,Yes,No,Other,No,1
117323,2392YD3TPB,25,21801,236344,601,1,3,7.64,48,0.34,High School,Unemployed,Divorced,Yes,No,Education,No,1
117327,23HB3DMK4A,37,135671,48451,576,32,1,2.9,60,0.64,Master's,Unemployed,Married,No,No,Other,No,1
117378,7YU3FNKYES,24,122857,111226,404,104,4,23.27,12,0.52,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,1
117383,QLI4KBK9GV,43,148906,124915,549,109,4,12.22,48,0.51,High School,Part-time,Single,Yes,Yes,Other,Yes,1
117399,N2O4RXI5A9,31,103240,103824,654,45,4,5.32,60,0.2,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,1
117400,EISX9WB8YZ,38,15268,144920,651,24,3,17.65,36,0.35,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,1
117418,W8R1S7EQZB,29,75702,125693,588,86,4,21.23,36,0.76,High School,Unemployed,Married,Yes,Yes,Auto,Yes,1
117437,93WU0YXC8H,19,19333,176598,739,36,4,17.71,24,0.77,PhD,Self-employed,Divorced,No,No,Home,Yes,1
117464,IOJ7XI6RVS,19,84244,177236,562,8,3,23.25,36,0.19,PhD,Part-time,Single,Yes,Yes,Business,No,1
117477,5FNQ8A9JDK,57,23802,145295,625,108,4,10.17,24,0.67,High School,Unemployed,Married,Yes,No,Business,Yes,1
117486,0MEYB28A5S,25,51579,236009,778,110,2,17.29,36,0.75,High School,Unemployed,Single,Yes,No,Home,Yes,1
117488,DT7BDT6I20,49,112693,21084,829,111,2,4.76,24,0.75,PhD,Unemployed,Divorced,No,Yes,Education,Yes,1
117490,50L21XKAVL,68,47969,187360,628,19,1,19.77,60,0.17,Master's,Full-time,Single,Yes,No,Home,Yes,1
117504,1UX55ZSR2E,45,72458,182640,655,109,2,17.48,24,0.81,High School,Self-employed,Single,Yes,No,Education,Yes,1
117506,8NJATQICBZ,56,128729,40002,807,110,4,12.86,12,0.39,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1
117507,K1438WSG3G,21,35164,237711,577,78,3,10.93,24,0.26,PhD,Part-time,Married,No,No,Business,No,1
117509,FLCHKTCJ0H,44,120484,157187,814,100,2,9.37,60,0.63,High School,Part-time,Divorced,No,No,Education,No,1
117511,VYWW91Q8SR,28,16718,225816,817,73,1,21.02,60,0.34,Master's,Unemployed,Divorced,Yes,No,Other,No,1
117530,WA5W5JP3JT,21,22838,235028,346,82,1,24.17,24,0.71,Bachelor's,Full-time,Single,No,No,Other,No,1
117540,QU0FW4VYVU,25,100443,19145,539,12,1,24.84,48,0.22,Master's,Full-time,Single,Yes,No,Home,Yes,1
117553,HBXE34Q93G,68,19901,199653,621,30,2,10.9,24,0.1,PhD,Full-time,Divorced,Yes,No,Business,No,1
117560,E44UWIZQ7R,20,113202,129140,698,19,2,20.51,60,0.55,Bachelor's,Full-time,Single,No,No,Other,No,1
117577,X589TZM5OG,33,54298,119377,362,26,4,23.1,12,0.31,PhD,Full-time,Divorced,No,Yes,Education,Yes,1
117578,VCGACZ4SF7,21,41325,47933,720,54,4,21.46,36,0.34,High School,Part-time,Single,Yes,Yes,Home,Yes,1
117595,NQSBKHCN9D,53,60954,177007,717,38,4,21.82,12,0.61,PhD,Self-employed,Divorced,No,Yes,Education,Yes,1
117606,L4RTJRPJRD,26,137907,115282,365,18,4,20.06,12,0.87,PhD,Unemployed,Divorced,No,No,Business,No,1
117609,QHAJ06EFW7,30,145939,206752,601,19,2,24.51,60,0.2,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1
117617,M1J56E8TI2,27,140557,166362,418,34,3,9.1,48,0.31,Master's,Self-employed,Single,No,Yes,Education,Yes,1
117635,M4UM8Z75M5,23,35156,243743,511,13,2,16.29,36,0.8,High School,Unemployed,Divorced,No,Yes,Education,Yes,1
117640,S1WRKHWGCI,37,91747,228141,591,10,3,4.25,12,0.9,PhD,Full-time,Divorced,No,No,Auto,Yes,1
117641,L6IP3VIP3Q,45,112612,205861,577,25,2,2.97,24,0.57,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,1
117650,XF6WRUFLI2,39,94019,93748,763,99,3,12.15,36,0.4,Master's,Full-time,Single,No,No,Business,Yes,1
117665,SJMCS82GHE,45,30913,82660,348,89,4,12.13,36,0.86,High School,Full-time,Single,No,No,Home,Yes,1
117672,UOHHXOZ3CT,18,88867,137617,361,31,3,10.97,24,0.76,Bachelor's,Unemployed,Single,No,No,Home,No,1
117676,V54MUN3ZXB,47,63441,225130,769,28,1,24.12,48,0.82,Master's,Unemployed,Divorced,Yes,No,Home,Yes,1
117680,CXCBWSDMYS,30,118224,47938,383,88,2,2.94,60,0.87,Bachelor's,Part-time,Married,No,Yes,Other,Yes,1
117693,2Z4HV1UEXP,19,51530,107907,811,72,4,19.4,24,0.57,Bachelor's,Part-time,Single,Yes,No,Education,No,1
117695,4ZUH64MTSA,23,117339,167959,335,61,2,5.16,36,0.56,PhD,Unemployed,Single,Yes,Yes,Auto,No,1
117698,UJQY7Q1RVA,24,101215,45243,612,15,4,18.38,48,0.8,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,1
117701,1IM07E7F98,27,84150,25921,475,5,2,3.09,24,0.75,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
117704,D3DEPCFQ3J,32,68477,174458,666,18,2,20.17,60,0.48,PhD,Self-employed,Single,No,Yes,Home,Yes,1
117713,VO42ERW8QD,46,126809,120173,338,4,3,21.04,24,0.26,PhD,Part-time,Divorced,Yes,No,Business,No,1
117727,23LIRBUQ57,36,108743,193070,317,39,2,22.56,12,0.41,PhD,Part-time,Married,No,No,Auto,Yes,1
117732,EBGURMNZ10,19,104367,50861,849,104,3,9.37,12,0.42,Master's,Unemployed,Married,Yes,Yes,Education,No,1
117736,UPCQI2HCWG,28,35952,238445,786,103,3,21.18,36,0.21,High School,Full-time,Divorced,No,Yes,Other,Yes,1
117737,HFJPO2OE9C,51,48004,225297,586,11,2,11.22,12,0.76,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,1
117744,YGG4I1NADM,55,40276,210336,840,26,4,14.24,12,0.8,Bachelor's,Part-time,Single,No,No,Education,No,1
117757,PTC2A01N42,46,121217,118041,309,72,1,12.25,60,0.85,High School,Self-employed,Single,No,No,Home,No,1
117776,WEVBGKHBDK,41,34341,243930,483,41,3,23.85,48,0.27,Bachelor's,Unemployed,Married,No,Yes,Other,Yes,1
117780,JDWZTBO4Z9,21,35059,227775,654,30,1,23.15,24,0.35,Master's,Self-employed,Single,No,Yes,Other,No,1
117782,11NO5U8SOD,20,127966,122086,399,18,3,12.23,48,0.89,Master's,Self-employed,Divorced,No,No,Other,No,1
117788,CFUTL08XBE,34,33844,232475,308,1,4,23.43,48,0.31,Bachelor's,Self-employed,Divorced,No,No,Other,No,1
117793,XCKURPHGES,42,36789,138591,675,0,2,20.63,24,0.49,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
117830,TIDAARGU3P,30,18677,15262,831,39,1,15.39,36,0.81,Master's,Self-employed,Married,No,Yes,Auto,No,1
117846,B6YNRCGNB3,50,136750,166436,721,12,1,15.76,12,0.3,High School,Unemployed,Single,Yes,No,Business,No,1
117858,P1T4W29T98,34,38295,198528,404,30,1,19.1,36,0.51,PhD,Full-time,Single,Yes,Yes,Business,Yes,1
117873,8W7NPHSE8T,21,98627,205214,615,27,4,24.79,24,0.17,Master's,Full-time,Divorced,No,Yes,Other,Yes,1
117878,GVIDM1NB5S,50,98408,22550,849,29,2,8.69,60,0.85,High School,Self-employed,Divorced,No,No,Auto,No,1
117883,6VS4YA0W4Z,23,140728,179780,694,44,3,23.76,36,0.24,Bachelor's,Full-time,Married,No,No,Auto,Yes,1
117892,75GY6KG31P,26,133262,168774,533,55,2,21.34,24,0.87,High School,Unemployed,Divorced,No,No,Other,No,1
117897,V58HJ26ID7,23,79415,39912,742,60,4,11.91,48,0.42,PhD,Self-employed,Divorced,Yes,No,Home,No,1
117900,V01C6GAQO0,51,16953,198420,432,12,4,24.85,48,0.49,Master's,Full-time,Married,Yes,Yes,Auto,No,1
117903,4XYADT6JP4,26,17905,90808,599,55,3,7.71,48,0.62,PhD,Part-time,Single,No,No,Home,Yes,1
117906,STCOQH939M,31,80066,193171,612,16,2,16.58,48,0.6,Master's,Part-time,Married,No,No,Education,Yes,1
117914,XJIIWY2MZF,28,145487,101166,604,74,3,6.98,48,0.8,Master's,Unemployed,Divorced,No,No,Auto,No,1
117916,71NR0P7AXM,32,26224,201050,620,27,3,21.62,36,0.6,Master's,Unemployed,Married,Yes,No,Other,No,1
117934,HL2RR5HMSW,30,120592,151898,427,11,4,18.88,36,0.62,High School,Unemployed,Married,Yes,No,Auto,Yes,1
117937,09JLGHMZNP,37,134807,12256,519,42,2,24.35,48,0.86,PhD,Part-time,Single,No,No,Auto,No,1
117938,X5F6MHQDB5,68,19997,92621,698,38,1,11.41,36,0.28,Master's,Full-time,Divorced,Yes,Yes,Auto,Yes,1
117940,EMSWCKO5JX,41,25947,157843,309,24,2,21.29,48,0.79,Master's,Part-time,Divorced,Yes,No,Auto,Yes,1
117950,8VVJP4SECE,46,122582,199306,571,22,2,23.25,48,0.11,High School,Part-time,Single,No,No,Other,No,1
117963,VK61MFK60C,62,72147,91183,603,11,1,17.5,24,0.25,High School,Self-employed,Single,Yes,Yes,Auto,No,1
117979,EMI9AQRBGY,23,123516,88107,639,107,3,18.79,12,0.9,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
117994,7YCYTGLDB8,32,122336,198744,764,6,3,14.25,48,0.19,High School,Part-time,Single,No,No,Education,No,1
117996,2W89IT5N1S,29,17239,104883,769,93,4,2.1,24,0.82,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,1
117998,X5KPJBC8XA,30,77827,13148,701,38,4,10.53,48,0.72,High School,Unemployed,Divorced,No,No,Auto,No,1
118000,FL1U2BKWVB,30,63742,159403,712,5,4,18.05,36,0.55,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,1
118001,E7PD82JPPE,34,143485,241628,784,55,1,11.06,60,0.38,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,1
118003,DGXX313EL4,18,58723,233673,456,100,3,18.74,12,0.4,PhD,Self-employed,Divorced,No,No,Other,No,1
118012,DI3OKF8G4S,45,90643,222529,761,60,2,13.37,12,0.67,Master's,Full-time,Single,Yes,No,Education,Yes,1
118014,XNNRSW1J68,69,54812,151447,797,100,1,23.2,48,0.59,PhD,Part-time,Single,No,No,Other,No,1
118017,PWLTR7RJV2,18,20162,23981,559,31,2,12.79,12,0.73,PhD,Unemployed,Single,Yes,No,Education,Yes,1
118021,QYYE1NNSHF,29,128808,22330,561,43,1,13.08,36,0.35,PhD,Full-time,Married,Yes,Yes,Education,Yes,1
118025,86NL43252P,21,94420,119791,420,62,3,11.33,24,0.16,High School,Self-employed,Single,No,Yes,Other,Yes,1
118034,S51EQBWHPU,33,92155,206837,705,81,3,20.47,12,0.37,PhD,Self-employed,Divorced,No,Yes,Business,Yes,1
118035,VFOWHY70FV,25,31306,200314,640,22,2,13.23,24,0.68,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,1
118039,OI4PTZ5S0L,29,53815,202953,322,71,2,6.16,48,0.22,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,1
118056,BO3K9DA3BH,29,15446,168738,332,38,4,15.68,60,0.56,Master's,Unemployed,Single,No,Yes,Business,Yes,1
118071,SR7V63C7ZM,29,118530,84366,471,61,1,22.53,12,0.88,Bachelor's,Unemployed,Single,Yes,No,Home,No,1
118089,P8ZZDMW2YF,57,42707,43895,512,14,3,16.17,60,0.8,PhD,Full-time,Married,No,Yes,Education,No,1
118096,9CYDTKF4MB,27,114579,22620,318,5,4,24.93,60,0.74,Master's,Unemployed,Divorced,No,Yes,Education,No,1
118115,Z9D52CHNSZ,33,18871,246756,825,21,3,19.12,24,0.79,High School,Unemployed,Divorced,Yes,Yes,Auto,No,1
118123,GL7N6JQF6O,19,79084,60423,809,82,2,3.55,36,0.61,PhD,Unemployed,Single,Yes,Yes,Home,Yes,1
118129,PEU8O7HH2W,36,25521,153596,741,56,4,18.75,12,0.34,PhD,Unemployed,Married,No,Yes,Education,No,1
118135,ON1MAAG0LM,27,26953,204188,804,34,1,3.95,48,0.77,Bachelor's,Full-time,Single,No,Yes,Other,No,1
118140,BJ0SXDZVZJ,49,106460,133448,499,2,4,18.84,48,0.88,PhD,Part-time,Divorced,No,No,Auto,No,1
118143,ZZL77ZS8CO,19,17889,234593,613,53,2,14.66,24,0.11,Master's,Part-time,Divorced,Yes,No,Business,No,1
118146,5QIEXYWH96,20,59019,104057,839,0,2,23.59,48,0.58,Master's,Self-employed,Single,Yes,No,Education,No,1
118158,RVK5TGBWND,38,55958,28118,318,78,4,21.5,48,0.73,Master's,Part-time,Married,Yes,Yes,Business,Yes,1
118175,41CUAZ9L4H,47,142548,55861,321,77,1,11.63,24,0.78,PhD,Part-time,Single,Yes,Yes,Home,No,1
118180,VGH82CNTT9,42,99630,195677,457,6,2,23.45,36,0.46,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,1
118184,ID5S4KXC2F,66,46918,88124,357,38,3,24.75,60,0.23,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,1
118196,MI5XQ9T3SE,20,84669,7047,615,8,1,18.74,60,0.3,PhD,Part-time,Single,No,Yes,Auto,Yes,1
118202,K646CAI8FN,36,105462,216369,514,19,1,8.84,24,0.8,PhD,Full-time,Divorced,Yes,No,Auto,Yes,1
118211,ESKKH2A9BQ,24,17035,113734,458,44,3,22.69,24,0.39,Master's,Part-time,Divorced,No,Yes,Education,No,1
118224,YOQ1A647O2,38,15940,136836,738,50,4,9.53,60,0.65,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
118225,9A2B5DO13B,26,39744,139833,398,19,4,23.75,48,0.13,Master's,Unemployed,Married,No,Yes,Home,Yes,1
118243,676ZHKKFLX,43,25511,60044,743,116,3,18.18,48,0.82,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,1
118251,9FRKLO4IND,32,77174,53396,317,108,1,24.22,12,0.61,PhD,Self-employed,Divorced,Yes,Yes,Business,No,1
118280,TCQ9HQ01LG,24,98419,129221,501,100,3,12.68,12,0.27,Master's,Self-employed,Divorced,No,No,Business,Yes,1
118281,UEM7W43FTU,21,122864,236059,615,106,4,19.54,60,0.68,Master's,Full-time,Single,No,Yes,Education,Yes,1
118283,Z3FRVND57C,54,28268,23031,426,60,1,18.96,12,0.6,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
118297,74VKDPJL15,60,87169,27228,477,115,2,15.5,60,0.71,High School,Unemployed,Divorced,No,Yes,Home,No,1
118328,VGB2ZC9US8,61,39122,90636,635,81,1,13.48,12,0.86,High School,Self-employed,Married,Yes,Yes,Auto,No,1
118333,E6QM94987Q,20,57657,76193,767,76,3,17.19,60,0.55,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
118335,XRJW0DKX1Y,65,133229,31357,667,12,3,2.65,60,0.34,PhD,Part-time,Single,Yes,Yes,Business,Yes,1
118354,KXKSM0ODMV,58,54110,170678,523,3,3,24.97,24,0.35,PhD,Self-employed,Divorced,No,No,Other,No,1
118359,3GV1EH3DMR,27,139361,134840,384,4,4,14.42,48,0.61,Master's,Full-time,Married,Yes,No,Business,No,1
118361,MB1TRHBZXJ,63,136794,115123,577,11,4,15.92,48,0.58,PhD,Unemployed,Married,Yes,No,Auto,Yes,1
118374,3RLEZVZPYR,43,124921,99241,379,37,4,24.02,12,0.18,Master's,Full-time,Married,Yes,Yes,Business,No,1
118420,SKXJ2U5S2I,32,119377,16287,559,34,1,10.54,12,0.83,Master's,Part-time,Divorced,Yes,No,Auto,No,1
118434,K9S0NCH0Y9,36,90480,177469,740,41,3,20.72,24,0.68,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,1
118439,XNW2LZXXFR,18,132140,116379,482,27,4,22.45,24,0.48,High School,Part-time,Divorced,No,Yes,Business,No,1
118442,AVTEYMSM55,54,43524,228782,312,11,1,21.2,48,0.48,Master's,Full-time,Divorced,No,No,Other,No,1
118449,WX6LP6IZET,18,35941,124410,447,75,3,19.72,12,0.22,High School,Self-employed,Single,Yes,Yes,Business,Yes,1
118451,29PSO034CS,51,143871,177079,508,99,2,11.57,36,0.55,Bachelor's,Self-employed,Married,No,No,Other,No,1
118454,OMRINN8IG5,56,133946,199868,525,94,2,16.12,24,0.85,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,1
118457,F148SPVGJ9,49,37412,120189,398,25,2,22.48,12,0.28,PhD,Unemployed,Divorced,Yes,Yes,Business,No,1
118465,L7F14R9WPW,43,137461,215372,833,58,2,24.24,36,0.16,PhD,Part-time,Single,No,No,Education,Yes,1
118468,2OVJ93AHUY,35,17262,223852,809,111,2,17.74,48,0.8,High School,Part-time,Married,No,No,Education,No,1
118483,V8SGKW146G,68,112065,135728,631,13,4,19.53,48,0.45,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,1
118484,EHSE8E4QSR,22,105633,169477,346,15,3,24.1,24,0.49,High School,Unemployed,Divorced,No,No,Business,No,1
118496,TWZVVZ6MOB,49,75967,99673,481,118,4,15.1,36,0.76,High School,Self-employed,Single,Yes,No,Home,Yes,1
118517,VCVLZ2AXZ9,33,52041,139912,712,16,2,22.24,36,0.21,High School,Full-time,Divorced,No,Yes,Home,No,1
118519,U750QPMT75,21,149787,7395,537,77,1,8.26,48,0.44,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes,1
118522,C7MSFK7QE2,43,120886,170714,551,28,3,20.04,24,0.13,High School,Self-employed,Divorced,No,Yes,Home,No,1
118542,B37A7CN9QS,50,20288,170702,417,65,4,5.62,24,0.75,High School,Self-employed,Single,No,No,Auto,Yes,1
118563,AIPKC56UIT,36,93236,240830,667,85,2,16.43,24,0.58,High School,Unemployed,Divorced,No,Yes,Education,No,1
118564,64MXJOGLUH,18,79672,213231,759,61,1,11.02,36,0.63,PhD,Unemployed,Divorced,Yes,No,Business,Yes,1
118574,0T81CORX1Y,20,16457,227781,765,42,1,16.37,36,0.34,Master's,Self-employed,Single,No,No,Education,No,1
118592,548G5LNN17,27,58522,17096,764,13,1,15.13,48,0.13,High School,Unemployed,Single,Yes,Yes,Education,No,1
118604,GUB0TMC84M,38,57575,217152,371,22,1,7.3,60,0.86,Bachelor's,Full-time,Single,Yes,No,Business,No,1
118616,IP34GSK8GF,38,125149,188761,819,46,3,12.04,12,0.27,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1
118631,CZSMSNQIJS,65,141422,97628,474,19,1,22.4,36,0.25,Master's,Part-time,Single,No,No,Home,Yes,1
118634,Q9347WBO6I,62,52220,208002,516,87,2,5.58,36,0.81,PhD,Part-time,Single,Yes,No,Auto,Yes,1
118638,E9SLBH85OU,37,27410,137227,466,90,2,23.44,12,0.21,High School,Full-time,Divorced,Yes,No,Home,Yes,1
118655,Q6A20PA7L5,60,148996,85231,732,87,2,23.98,48,0.58,High School,Self-employed,Divorced,Yes,No,Auto,Yes,1
118670,WZJKG9UUET,23,46878,232692,680,36,3,18.08,24,0.12,High School,Unemployed,Divorced,No,Yes,Business,No,1
118698,ZBHIAM3437,47,137060,65370,536,109,3,23.13,24,0.15,PhD,Unemployed,Married,No,Yes,Education,No,1
118703,YRK2H646RJ,22,28895,98448,823,61,1,23.46,60,0.46,High School,Unemployed,Single,Yes,No,Auto,No,1
118705,81CSPT1U3C,51,139554,47129,787,37,2,9.71,36,0.17,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,1
118727,CH6KN9T7AR,20,67569,163139,635,4,4,4.36,60,0.19,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,1
118753,49JS9QCLSI,54,47323,112288,401,4,4,6.19,60,0.51,Master's,Full-time,Married,No,Yes,Business,Yes,1
118755,T4V6Z4NA44,19,55441,7749,673,60,3,20.31,36,0.17,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
118763,B7NGPWV5Z2,46,38405,71761,314,38,1,20.11,36,0.27,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,1
118767,FD4C9N077E,41,16368,142243,751,3,3,18.96,48,0.22,PhD,Full-time,Single,No,No,Business,Yes,1
118774,ET0O7POYX6,23,43001,141138,357,75,2,22.23,36,0.13,PhD,Part-time,Single,Yes,No,Other,Yes,1
118775,Q2G54IRCXX,33,17205,194520,818,102,4,7.62,60,0.76,Bachelor's,Unemployed,Single,No,No,Education,Yes,1
118779,ED86XNGHYX,19,75844,196696,745,27,4,17.88,12,0.4,Master's,Part-time,Single,Yes,No,Education,No,1
118780,17K62PLUWJ,27,86554,234410,300,1,4,24.56,12,0.5,High School,Unemployed,Divorced,Yes,No,Home,No,1
118783,M099T0GXHV,26,65334,30222,504,40,1,20.14,36,0.44,Master's,Part-time,Divorced,No,No,Business,Yes,1
118786,S6GV8H9DOS,25,136162,110616,794,53,3,5.44,36,0.77,High School,Unemployed,Married,Yes,No,Auto,No,1
118788,8CX94NDI1J,63,15614,193477,500,38,3,9.37,24,0.65,High School,Unemployed,Divorced,No,No,Education,No,1
118792,LGJYFO8RG5,51,112821,231787,327,26,4,14.71,48,0.76,Master's,Unemployed,Married,No,No,Education,Yes,1
118793,DWMZJ82DCD,46,128727,244244,375,115,1,6.8,60,0.5,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1
